,University,Abbreviation,Department,Course_title,Professor,Prerequisite,Scores,Description,University_Homepage,Course_Homepage,Unitcode,Teaching_period,Unit_level,Credit_rating,Available_as_a_free_choice_unit
370,The University of Manchester,UOM,Education,Leadership of Learning - with Teaching Placement,Susan Goldrick,Students must apply online. For more information visit universityofmanchester-leadershipoflearning.org.uk/howtoapply/,,"Are you considering a career in teaching, or working with children and young people? Do you believe all children and young people have the right to grow and reach their full potential? Do you want to gain experience of being a professional in an educational setting?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/UCIL20001,UCIL20001,Semester 1,Level 2,10,Yes
371,The University of Manchester,UOM,Division of Psychology and Mental Health,Conceptual and Historical Issues in Psychology,Johan Hulleman,,Essay - 85% Discussion Board Contributions - 15%,"The course unit focuses on the historical development of psychology as a science and the way in which earlier philosophical ideas were transformed within the context of psychology, leading to the different approaches to psychology that can be discerned throughout its history. It will also deal with the philosophy of science and consider how science develops over time, the extent to which one can define a scientific method, and the extent to which psychology exemplifies the characteristics of scientific method. Finally, it will deal with the development of philosophical ideas about the mind that later fed into psychology.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC21151,PSYC21151,Semester 1,Level 2,10,No
372,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Numerical Methods & Computing (Mechanical,Milan Mihajlovic,Mathematics 1M1,Other5%Written exam80%Report15%Other - assessed tutorial work,This course unit detail provides the framework for delivery in 20/21 and may be subject to change due to any additional Covid-19 impact.  Please see Blackboard / course unit related emails for any further updates,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE20042,MACE20042,Semester 2,Level 2,10,No
373,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Workshop Practice (Mechanical),Zekai Murat Kilic,,Practical skills assessment100%,"The workshop practice covers health and safety training, turning, milling, welding and a fabrication and fitting exercise.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE20030,MACE20030,Full year,Level 1,0,No
374,The University of Manchester,UOM,Division of Psychology and Mental Health,Topics and Issues in Social Psychology,Matthew Farr,,Written Assignments - 90%Reading Quizzes - 10%,"The unit will explore major topics in social psychology. As well as new topics that have not previously been covered, the focus will be on deepening students’ understanding of the basic concepts taught in First Year. Topics to be covered include, but are not limited to, social cognition, including impression formation, social categorization, heuristics and social inference; attribution theory and biases; social identity and group behaviour; and social psychological approaches to discourse and communication.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC21701,PSYC21701,Semester 1,Level 2,10,No
375,The University of Manchester,UOM,Division of Psychology and Mental Health,Cognition,Alexandros Kafkas,Introduction to Cognition,Lab Report worth 80% and Exam worth 20%,"This course unit builds upon the topics introduced in Year 1; students will be expected to be familiar with basic ideas and concepts as covered in PSYC10421 Introduction to Cognition. It also provides good preparation for the PSYC21022 Cognitive Neuroscience unit, covered in Year 2 Semester 2.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC21081,PSYC21081,Semester 1,Level 2,10,No
377,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Materials 2,John Francis,Manufacturing Engineering 1 (Mechanical),Written assignment (inc essay)80%Report20%,"This unit builds on material covered in MACE12002 Materials 1. Some fundamental aspects of the mechanical behaviour of materials are covered in greater detail, and specific material systems are explored in greater depth. The unit provides a foundation in materials engineering that will enable students to understand how materials processing and subsequent manufacturing operations influence both material properties and the in-service performance of engineering components. Students will use this knowledge as practising engineers when choosing a material for a given application, or when choosing a processing route for a given material. The unit is lecture based with one laboratory exercise. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE22202,MACE22202,Semester 2,Level 2,10,No
378,The University of Manchester,UOM,"Department of Mechanical, Aerospace & Civil Engineering",Data Acquisition & Experimental Methods (Mech),Andrew Weightman,,Written exam50%Practical skills assessment40%Set exercise10%,"The course has two distinct elements the theory of data acquisition and its experimental application utilising LabVIEW software and National Instrument’s hardware. The module will be delivered through a combination of ‘hands on’ LabVIEW programming sessions, lectures, resource based learning exercises and a small group project.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE21342,MACE21342,Semester 2,Level 2,10,No
379,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Structures 2 (Mechanical),Zhenmin Zou,Structures 1 (Mech),Written exam80%Report20%,"It is essential for engineers to understand the behaviour of both structures and the material to be used when designing a structure and to ensure its safety in service.  This unit explains the response of materials and structures subjected to static loads and the corresponding methods for structural analysis and assessment under varied loadings (i.e. axial, bending, torsional and combined loading).   The intended learning outcomes are focussed on the knowledge and understanding of material response to external load and development of skills in structure analysis and considerations on structure design.  The course is delivered as 24 hours of lectures and 6 hours of tutorials. Assessment is 80% exam and 20% laboratory work.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE21021,MACE21021,Semester 1,Level 2,10,No
381,The University of Manchester,UOM,Music,Harmony and Counterpoint,Barry Cooper,				,Portfolio of fughettas50%Exam50% ,"Students will learn the principles of harmony and counterpoint to an advanced level, through writing short fughettas in the late Baroque style, and harmonising songs in the style of Schubert and Schumann, with the aid of both practical observation and study of theoretical principles.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/02397/musb-music/course-details/MUSC20112,MUSC20112,Semester 2,Level 2,10,Yes
383,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Fluid Mechanics,Andrea Cioncolini,Fluid Mechanics for Aerospace and Mechanical Engineers,Written exam80%Report20%,"This module covers the backbone of modern fluid mechanics, starting with analysing in depth the Navier-Stokes equations and the turbulence emergence process. These provide a solid foundation that enables students to professionally analyse and tackle practical engineering problems involving fluid flows.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE31422,MACE31422,Semester 2,Level 3,10,No
